,product_type_no,graphical_appearance_no,colour_group_code,index_code,section_no,garment_group_no
74889,297,1010008,51,B,62,1017
74890,297,1010001,13,B,62,1017
74891,297,1010001,6,B,62,1017
74892,297,1010001,9,B,62,1017
74893,297,1010006,13,B,62,1017
74894,297,1010014,9,B,62,1017
74895,297,1010001,6,B,62,1017
74896,89,1010016,17,F,27,1020
74897,267,1010016,82,G,44,1006
74898,267,1010016,23,G,44,1006
74899,267,1010016,13,G,44,1006
74900,267,1010016,93,G,44,1006
74901,245,1010010,13,A,6,1003
74902,70,1010016,33,C,66,1019
74903,262,1010001,9,S,22,1007
74904,252,1010016,51,S,5,1005
74905,252,1010016,14,A,6,1003
74906,252,1010016,12,A,6,1003
74907,254,1010017,11,G,40,1005
74908,255,1010017,73,I,47,1005
74909,275,1010016,12,A,2,1009
74910,262,1010016,9,A,19,1007
74911,265,1010001,11,A,8,1010
74912,265,1010010,52,G,40,1003
74913,272,1010016,14,F,21,1009
74914,272,1010016,19,F,21,1009
74915,272,1010016,9,F,21,1009
74916,270,1010017,73,G,41,1005
74917,270,1010001,73,G,41,1005
74918,270,1010001,73,G,41,1005
74919,255,1010016,42,A,8,1005
74920,255,1010001,11,A,8,1005
74921,252,1010001,11,I,77,1003
74922,252,1010022,73,I,77,1003
74923,252,1010008,9,I,77,1003
74924,252,1010005,51,I,77,1003
74925,255,1010010,73,F,21,1005
74926,255,1010010,93,F,21,1005
74927,308,1010016,7,F,21,1005
74928,308,1010016,73,F,21,1005
74929,87,1010016,31,J,42,1020
74930,87,1010001,73,J,42,1020
74931,252,1010010,8,A,2,1003
74932,252,1010010,14,A,2,1003
74933,265,1010016,9,A,8,1005
74934,252,1010016,13,A,6,1003
74935,252,1010016,71,A,6,1003
74936,262,1010001,73,H,45,1007
74937,245,1010016,11,A,6,1003
74938,262,1010005,9,F,31,1007
74939,262,1010016,22,F,31,1007
74940,308,1010016,19,F,31,1007
74941,308,1010016,9,F,31,1007
74942,274,1010021,9,D,50,1009
74943,272,1010001,93,H,46,1005
74944,272,1010001,7,H,46,1005
74945,267,1010001,12,D,53,1013
74946,267,1010016,9,D,53,1013
74947,265,1010004,42,H,76,1014
74948,254,1010016,42,D,53,1005
74949,254,1010016,9,D,53,1005
74950,286,1010001,51,B,61,1017
74951,286,1010016,53,B,61,1017
74952,255,1010014,10,F,21,1005
74953,255,1010014,6,F,21,1005
74954,265,1010001,73,H,76,1014
74955,265,1010001,42,H,76,1014
74956,265,1010016,42,H,76,1014
74957,265,1010016,73,H,76,1014
74958,258,1010016,10,H,76,1014
74959,265,1010001,14,H,76,1003
74960,265,1010017,11,H,76,1003
74961,245,1010016,31,G,44,1006
74962,74,1010001,42,D,52,1019
74963,74,1010001,12,D,52,1019
74964,265,1010016,9,A,11,1003
74965,254,1010016,11,A,11,1003
74966,254,1010016,14,A,11,1003
74967,265,1010001,9,D,53,1013
74968,274,1010016,51,G,44,1002
74969,274,1010016,21,G,44,1002
74970,275,1010023,72,D,57,1016
74971,275,1010023,9,D,57,1016
74972,275,1010023,72,D,57,1016
74973,253,1010016,9,A,18,1005
74974,253,1010016,11,A,18,1005
74975,245,1010016,51,A,11,1003
74976,254,1010016,73,A,11,1005
74977,245,1010016,9,A,62,1017
74978,245,1010010,13,A,62,1017
74979,252,1010016,9,A,11,1003
74980,252,1010016,11,A,11,1003
74981,252,1010016,7,A,11,1003
74982,71,1010016,9,F,25,1019
74983,71,1010016,17,F,25,1019
74984,71,1010016,23,F,25,1019
74985,265,1010001,93,D,53,1013
74986,265,1010001,21,D,53,1013
74987,265,1010016,9,D,53,1013
74988,265,1010016,52,D,53,1013
74989,272,1010001,11,A,15,1009
74990,272,1010001,43,A,15,1009
74991,272,1010001,33,A,15,1009
74992,272,1010016,13,F,55,1009
74993,272,1010016,9,F,55,1009
74994,272,1010016,73,F,55,1009
74995,306,1010016,10,B,61,1017
74996,252,1010016,11,A,15,1003
74997,270,1010022,7,G,44,1005
74998,270,1010010,13,G,44,1005
74999,270,1010006,11,G,44,1005
75000,270,1010016,1,G,44,1005
75001,275,1010023,9,D,57,1016
75002,71,1010016,9,F,25,1019
75003,71,1010016,17,F,25,1019
75004,265,1010016,9,A,2,1005
75005,80,1010022,8,G,44,1019
75006,80,1010022,51,G,44,1019
75007,75,1010022,73,G,44,1019
75008,75,1010022,43,G,44,1019
75009,262,1010016,12,D,53,1007
75010,262,1010001,12,D,53,1007
75011,259,1010016,73,H,46,1011
75012,245,1010022,13,G,44,1006
75013,265,1010001,73,A,15,1013
75014,265,1010001,73,A,15,1013
75015,265,1010016,9,A,15,1013
75016,265,1010017,10,A,15,1013
75017,254,1010016,10,D,51,1002
75018,254,1010016,9,D,51,1002
75019,254,1010016,33,D,50,1001
75020,254,1010016,42,D,50,1001
75021,254,1010016,52,D,51,1002
75022,254,1010016,13,D,51,1002
75023,254,1010016,61,D,51,1002
75024,254,1010016,10,D,51,1002
75025,254,1010016,9,D,51,1002
75026,267,1010016,19,D,50,1001
75027,254,1010010,6,D,50,1001
75028,252,1010016,8,D,50,1001
75029,304,1010003,13,G,44,1006
75030,257,1010016,14,G,44,1006
75031,264,1010004,71,F,23,1008
75032,264,1010004,13,F,23,1008
75033,264,1010004,73,F,23,1008
75034,264,1010004,7,F,23,1008
75035,264,1010004,73,F,23,1008
75036,264,1010004,73,F,23,1008
75037,262,1010023,11,D,57,1016
75038,272,1010004,71,F,23,1009
75039,272,1010004,13,F,23,1009
75040,272,1010004,73,F,23,1009
75041,272,1010004,7,F,23,1009
75042,272,1010004,73,F,23,1009
75043,272,1010004,73,F,23,1009
75044,144,1010016,9,C,64,1020
75045,144,1010016,13,C,64,1020
75046,144,1010016,13,C,64,1020
75047,144,1010016,9,C,64,1020
75048,144,1010001,17,C,64,1020
75049,256,1010008,10,G,44,1005
75050,255,1010008,10,A,6,1005
75051,255,1010008,73,A,6,1005
75052,252,1010014,9,F,20,1005
75053,252,1010008,9,F,20,1005
75054,252,1010008,11,F,20,1005
75055,252,1010008,10,F,20,1005
75056,252,1010008,6,F,20,1005
75057,252,1010008,9,F,20,1005
75058,252,1010008,73,F,20,1005
75059,272,1010016,73,F,21,1009
75060,272,1010016,19,F,21,1009
75061,272,1010016,9,F,21,1009
75062,87,1010016,9,C,64,1020
75063,87,1010016,17,C,64,1020
75064,57,1010016,10,B,60,1018
75065,87,1010016,9,C,64,1020
75066,272,1010016,72,D,53,1009
75067,272,1010023,8,D,53,1009
75068,272,1010016,12,D,53,1009
75069,272,1010023,71,D,53,1009
75070,272,1010016,73,G,41,1006
75071,272,1010016,43,G,41,1006
75072,272,1010016,9,G,41,1006
75073,74,1010016,32,C,66,1019
75074,74,1010001,9,C,66,1019
75075,71,1010016,73,J,45,1019
75076,252,1010016,13,D,53,1003
75077,70,1010016,5,C,66,1019
75078,252,1010016,73,F,21,1005
75079,252,1010016,14,F,21,1005
75080,272,1010023,72,G,41,1006
75081,272,1010023,72,G,41,1006
75082,262,1010016,9,D,50,1001
75083,262,1010016,19,D,50,1001
75084,59,1010017,13,B,60,1018
75085,59,1010017,10,B,60,1018
75086,59,1010016,90,B,60,1018
75087,59,1010026,90,B,60,1018
75088,59,1010026,20,B,60,1018
75089,59,1010016,10,B,60,1018
75090,273,1010017,7,A,8,1005
75091,88,1010001,73,J,42,1020
75092,264,1010010,73,F,23,1008
75093,272,1010013,9,A,11,1009
75094,272,1010016,43,A,11,1009
75095,272,1010016,93,A,11,1009
75096,272,1010004,3,A,11,1009
75097,272,1010010,12,A,11,1009
75098,272,1010016,93,A,11,1009
75099,272,1010016,51,A,11,1009
75100,272,1010016,10,A,11,1009
75101,272,1010016,9,A,11,1009
75102,272,1010004,8,A,11,1009
75103,272,1010016,93,A,11,1009
75104,87,1010016,9,C,64,1020
75105,258,1010016,10,A,18,1010
75106,258,1010016,21,A,18,1010
75107,258,1010001,11,A,18,1010
75108,267,1010002,7,G,41,1005
75109,272,1010023,9,D,57,1016
75110,272,1010023,72,D,57,1016
75111,272,1010023,9,D,57,1016
75112,275,1010009,3,D,53,1012
75113,265,1010016,12,A,14,1001
75114,255,1010008,10,A,18,1005
75115,255,1010008,10,A,18,1005
75116,255,1010008,12,A,18,1005
75117,258,1010016,10,A,14,1001
75118,258,1010016,13,A,14,1001
75119,264,1010004,12,A,15,1023
75120,252,1010016,11,A,15,1023
75121,274,1010016,22,A,18,1005
75122,274,1010001,70,A,18,1005
75123,265,1010016,93,A,18,1005
75124,265,1010016,9,A,18,1005
75125,265,1010016,22,A,18,1005
75126,275,1010016,22,A,14,1001
75127,262,1010016,14,A,97,1001
75128,262,1010016,9,A,97,1001
75129,265,1010016,10,A,18,1010
75130,259,1010016,9,A,14,1001
75131,259,1010016,17,A,14,1001
75132,259,1010016,12,A,14,1001
75133,308,1010016,11,A,15,1023
75134,262,1010004,11,A,15,1023
75135,272,1010016,9,A,14,1001
75136,265,1010016,9,A,18,1005
75137,265,1010016,22,A,18,1005
75138,265,1010016,12,A,18,1005
75139,255,1010016,40,A,18,1005
75140,255,1010016,12,A,18,1005
75141,255,1010016,32,A,18,1005
75142,255,1010016,9,A,18,1005
75143,252,1010022,10,A,15,1003
75144,275,1010016,9,A,18,1005
75145,70,1010016,5,C,66,1019
75146,275,1010022,10,A,15,1003
75147,265,1010001,12,A,14,1001
75148,87,1010001,7,J,42,1020
75149,272,1010016,9,A,14,1001
75150,272,1010016,15,A,14,1001
75151,272,1010016,9,A,14,1001
75152,272,1010010,12,A,14,1001
75153,272,1010016,9,A,14,1001
75154,80,1010001,72,A,14,1001
75155,80,1010001,50,A,14,1001
75156,264,1010016,53,A,14,1001
75157,80,1010016,32,A,14,1001
75158,80,1010010,32,A,14,1001
75159,80,1010010,7,A,14,1001
75160,80,1010016,9,A,14,1001
75161,275,1010016,43,A,14,1001
75162,255,1010005,10,I,47,1005
75163,255,1010005,7,I,47,1005
75164,265,1010001,11,A,15,1013
75165,67,1010016,9,F,25,1019
75166,66,1010010,9,F,25,1019
75167,66,1010010,19,F,25,1019
75168,66,1010016,9,F,25,1019
75169,66,1010010,7,F,25,1019
75170,70,1010016,3,C,66,1019
75171,70,1010016,10,C,66,1019
75172,70,1010016,83,C,66,1019
75173,273,1010016,9,A,14,1001
75174,272,1010016,15,A,14,1001
75175,272,1010016,8,A,14,1001
75176,272,1010016,13,A,14,1001
75177,80,1010016,12,A,14,1001
75178,80,1010016,73,A,14,1001
75179,80,1010016,17,A,14,1001
75180,275,1010001,12,A,14,1001
75181,275,1010016,92,A,14,1001
75182,71,1010016,9,C,65,1019
75183,256,1010016,9,A,18,1005
75184,304,1010016,52,G,44,1021
75185,304,1010016,43,G,44,1021
75186,80,1010014,32,C,65,1019
75187,80,1010001,12,C,65,1019
75188,80,1010001,22,C,65,1019
75189,80,1010001,73,C,65,1019
75190,259,1010016,73,F,21,1011
75191,259,1010016,14,F,21,1011
75192,259,1010016,13,F,21,1011
75193,275,1010016,9,D,58,1012
75194,275,1010016,13,D,58,1012
75195,275,1010009,9,D,58,1012
75196,275,1010009,9,D,58,1012
75197,275,1010016,53,D,58,1012
75198,306,1010001,9,B,61,1017
75199,270,1010017,7,G,44,1005
75200,253,1010016,12,A,16,1002
75201,253,1010016,17,A,16,1002
75202,274,1010023,9,D,50,1001
75203,252,1010016,73,A,97,1001
75204,272,1010016,8,D,50,1001
75205,276,1010016,52,H,45,1007
75206,274,1010018,10,D,50,1001
75207,275,1010016,9,D,50,1001
75208,275,1010016,19,D,50,1001
75209,275,1010004,9,D,50,1001
75210,306,1010010,6,B,61,1017
75211,262,1010023,72,D,57,1016
75212,262,1010023,9,D,57,1016
75213,262,1010023,71,D,57,1016
75214,270,1010001,42,G,41,1005
75215,306,1010016,9,B,61,1017
75216,306,1010016,10,B,61,1017
75217,306,1010016,51,B,61,1017
75218,306,1010016,43,B,61,1017
75219,306,1010016,13,B,61,1017
75220,306,1010016,32,B,61,1017
75221,306,1010016,51,B,61,1017
75222,306,1010016,31,B,61,1017
75223,270,1010014,10,G,41,1005
75224,265,1010022,9,A,6,1013
75225,245,1010010,12,A,2,1003
75226,272,1010016,9,A,11,1009
75227,262,1010016,9,D,50,1001
75228,262,1010016,22,D,50,1001
75229,252,1010010,13,A,2,1003
75230,262,1010023,72,D,50,1001
75231,262,1010001,9,D,50,1001
75232,262,1010001,42,D,50,1001
75233,255,1010005,10,F,23,1003
75234,272,1010023,71,D,50,1001
75235,272,1010023,73,D,50,1001
75236,272,1010023,9,D,50,1001
75237,262,1010010,7,H,45,1007
75238,262,1010005,73,H,45,1007
75239,274,1010014,9,F,55,1005
75240,254,1010026,31,G,44,1019
75241,254,1010010,7,G,44,1019
75242,254,1010022,73,G,44,1019
75243,254,1010026,10,G,44,1019
75244,308,1010016,9,D,50,1001
75245,308,1010016,43,D,50,1001
75246,272,1010016,9,A,2,1009
75247,272,1010016,43,D,50,1001
75248,272,1010016,19,D,50,1001
75249,252,1010016,9,A,2,1003
75250,265,1010017,10,A,2,1005
75251,80,1010016,9,D,52,1019
75252,80,1010016,7,D,52,1019
75253,80,1010016,53,D,52,1019
75254,80,1010016,13,D,52,1019
75255,80,1010016,43,D,52,1019
75256,80,1010016,73,D,52,1019
75257,80,1010016,12,D,52,1019
75258,80,1010016,12,D,52,1019
75259,80,1010004,22,D,52,1019
75260,80,1010016,7,D,52,1019
75261,80,1010016,73,D,52,1019
75262,80,1010016,52,D,52,1019
75263,80,1010016,11,D,52,1019
75264,80,1010016,13,D,52,1019
75265,80,1010004,52,D,52,1019
75266,252,1010022,12,G,40,1003
75267,272,1010016,9,F,23,1009
75268,252,1010017,9,G,40,1003
75269,252,1010017,22,G,40,1003
75270,265,1010006,10,A,8,1005
75271,91,1010016,9,C,64,1020
75272,306,1010005,42,S,5,1005
75273,265,1010008,7,G,40,1003
75274,265,1010004,42,G,40,1003
75275,267,1010016,9,A,16,1002
75276,267,1010016,33,A,16,1002
75277,272,1010004,12,A,15,1009
75278,272,1010004,9,A,15,1009
75279,272,1010004,42,A,15,1009
75280,272,1010017,73,A,6,1005
75281,75,1010005,9,J,45,1019
75282,75,1010022,73,J,45,1019
75283,77,1010016,5,C,66,1019
75284,262,1010016,42,H,45,1007
75285,262,1010016,22,H,45,1007
75286,262,1010016,9,H,45,1007
75287,262,1010016,9,H,45,1007
75288,298,1010001,9,B,60,1018
75289,265,1010001,52,G,44,1005
75290,94,1010016,9,J,42,1020
75291,69,1010016,11,G,44,1005
75292,272,1010016,51,G,44,1005
75293,272,1010016,73,G,44,1005
75294,59,1010001,9,B,60,1018
75295,245,1010017,23,G,44,1005
75296,265,1010007,10,A,82,1023
75297,93,1010016,9,G,42,1020
75298,93,1010014,7,G,42,1020
75299,93,1010014,11,G,42,1020
75300,93,1010016,13,G,42,1020
75301,268,1010023,72,F,56,1025
75302,268,1010023,9,F,56,1025
75303,258,1010016,10,A,18,1010
75304,258,1010016,51,A,18,1010
75305,262,1010016,9,S,22,1007
75306,265,1010007,72,D,50,1013
75307,256,1010016,9,A,18,1005
75308,256,1010016,33,A,18,1005
75309,256,1010016,10,A,18,1005
75310,259,1010016,13,A,6,1010
75311,259,1010016,19,A,6,1010
75312,259,1010001,8,I,47,1011
75313,259,1010014,9,I,47,1011
75314,259,1010004,42,I,47,1011
75315,272,1010001,11,A,15,1005
75316,272,1010001,73,A,15,1005
75317,272,1010001,9,A,15,1005
75318,272,1010001,33,A,15,1005
75319,272,1010001,11,A,15,1005
75320,298,1010016,10,B,60,1018
75321,298,1010016,9,B,60,1018
75322,74,1010016,51,J,43,1019
75323,265,1010016,10,A,6,1013
75324,270,1010016,19,J,45,1019
75325,254,1010016,9,A,2,1005
75326,68,1010016,5,C,66,1019
75327,87,1010016,52,G,42,1020
75328,87,1010016,14,G,42,1020
75329,87,1010016,31,G,42,1020
75330,87,1010016,9,G,42,1020
75331,270,1010014,73,G,41,1005
75332,76,1010026,13,A,18,1019
75333,76,1010026,33,A,18,1019
75334,262,1010001,9,A,19,1007
75335,267,1010001,7,G,41,1005
75336,78,1010016,73,J,45,1019
75337,78,1010010,7,J,45,1019
75338,78,1010010,7,J,45,1019
75339,255,1010002,51,H,76,1005
75340,286,1010016,9,B,61,1017
75341,286,1010016,43,B,61,1017
75342,265,1010016,33,A,18,1003
75343,264,1010015,9,A,11,1008
75344,306,1010021,9,B,61,1017
75345,270,1010017,73,G,41,1005
75346,262,1010016,9,A,2,1007
75347,264,1010004,6,A,11,1008
75348,264,1010016,9,A,11,1008
75349,264,1010016,53,A,11,1008
75350,264,1010016,72,A,11,1008
75351,264,1010026,11,A,11,1008
75352,265,1010007,10,D,50,1013
75353,272,1010023,9,D,57,1016
75354,272,1010023,72,D,57,1016
75355,272,1010023,1,D,57,1016
75356,272,1010023,72,D,57,1016
75357,272,1010023,72,D,57,1016
75358,272,1010023,10,D,57,1016
75359,272,1010023,73,G,40,1006
75360,272,1010023,71,G,40,1006
75361,80,1010001,9,A,18,1019
75362,68,1010016,10,C,66,1019
75363,67,1010017,73,F,25,1019
75364,267,1010016,9,A,15,1009
75365,267,1010001,32,A,15,1009
75366,267,1010001,9,A,15,1009
75367,258,1010016,10,A,11,1010
75368,258,1010016,51,A,11,1010
75369,302,1010016,9,G,44,1021
75370,302,1010016,51,G,44,1021
75371,252,1010016,11,A,6,1003
75372,295,1010001,81,G,44,1017
75373,295,1010001,51,G,44,1017
75374,295,1010001,71,G,44,1017
75375,270,1010017,10,G,41,1006
75376,265,1010001,73,D,50,1013
75377,272,1010016,53,A,11,1009
75378,272,1010016,11,A,11,1009
75379,265,1010016,32,A,18,1010
75380,265,1010016,9,A,18,1010
75381,253,1010007,10,A,18,1010
75382,253,1010022,4,A,18,1010
75383,306,1010008,52,B,62,1017
75384,272,1010016,9,A,11,1009
75385,252,1010016,9,D,53,1003
75386,272,1010016,73,D,53,1009
75387,255,1010017,71,A,8,1005
75388,78,1010016,5,C,66,1019
75389,272,1010010,6,A,14,1003
75390,272,1010016,33,A,14,1003
75391,272,1010010,13,A,14,1003
75392,272,1010016,52,A,14,1003
75393,272,1010016,42,A,14,1003
75394,272,1010010,7,A,14,1003
75395,272,1010016,51,A,14,1003
75396,272,1010016,92,A,14,1003
75397,70,1010016,3,C,66,1019
75398,70,1010016,51,C,66,1019
75399,70,1010016,31,C,66,1019
75400,270,1010017,10,A,2,1005
75401,253,1010017,12,A,14,1001
75402,253,1010016,33,A,14,1001
75403,253,1010016,9,A,14,1001
75404,265,1010007,10,A,15,1023
75405,68,1010016,5,C,66,1019
75406,265,1010001,11,A,15,1023
75407,265,1010001,10,A,15,1023
75408,265,1010001,91,A,15,1023
75409,265,1010016,10,A,15,1023
75410,272,1010001,61,S,49,1001
75411,76,1010004,10,G,44,1019
75412,275,1010004,12,D,53,1012
75413,262,1010016,13,A,19,1007
75414,69,1010002,8,F,25,1019
75415,69,1010002,7,F,25,1019
75416,69,1010002,17,F,25,1019
75417,69,1010026,6,F,25,1019
75418,69,1010002,13,F,25,1019
75419,504,1010002,8,F,25,1019
75420,259,1010001,9,D,53,1010
75421,272,1010002,73,H,76,1009
75422,69,1010026,6,F,25,1019
75423,262,1010016,9,A,19,1007
75424,262,1010016,32,A,19,1007
75425,262,1010016,14,A,19,1007
75426,262,1010004,9,A,19,1007
75427,258,1010001,9,D,53,1010
75428,258,1010016,9,D,53,1010
75429,258,1010016,42,D,53,1010
75430,258,1010021,9,D,53,1010
75431,252,1010016,43,D,50,1001
75432,252,1010016,13,D,50,1001
75433,67,1010026,17,C,65,1019
75434,263,1010016,8,A,19,1007
75435,263,1010016,17,A,19,1007
75436,264,1010016,10,A,15,1008
75437,264,1010016,33,A,15,1008
75438,264,1010016,9,A,15,1008
75439,264,1010016,73,A,15,1008
75440,264,1010016,19,A,15,1008
75441,264,1010016,71,A,15,1008
75442,264,1010016,19,A,15,1008
75443,264,1010004,30,A,15,1008
75444,263,1010016,9,F,31,1007
75445,263,1010010,9,F,31,1007
75446,263,1010010,15,F,31,1007
75447,263,1010016,9,F,31,1007
75448,263,1010010,14,F,31,1007
75449,57,1010016,9,B,60,1018
75450,262,1010016,9,A,19,1007
75451,262,1010016,13,A,19,1007
75452,270,1010008,9,G,40,1005
75453,270,1010014,9,G,40,1005
75454,270,1010014,51,G,40,1005
75455,265,1010016,73,A,62,1017
75456,270,1010010,8,G,40,1005
75457,270,1010006,8,G,40,1005
75458,270,1010016,63,G,40,1005
75459,252,1010016,43,G,40,1005
75460,252,1010015,8,G,40,1005
75461,256,1010016,9,A,18,1005
75462,256,1010016,12,A,18,1005
75463,256,1010016,50,A,18,1005
75464,256,1010016,81,A,18,1005
75465,256,1010016,21,A,18,1005
75466,262,1010016,9,D,50,1001
75467,262,1010016,93,D,50,1001
75468,262,1010016,43,D,50,1001
75469,262,1010016,22,D,50,1001
75470,262,1010016,9,D,50,1001
75471,259,1010016,22,A,14,1001
75472,259,1010016,92,A,14,1001
75473,265,1010015,13,A,18,1005
75474,259,1010016,15,A,8,1010
75475,259,1010016,9,A,8,1010
75476,259,1010016,13,A,8,1010
75477,259,1010016,6,A,8,1010
75478,69,1010002,9,F,25,1019
75479,71,1010016,14,C,65,1019
75480,259,1010016,10,F,23,1011
75481,259,1010006,10,F,23,1011
75482,259,1010016,9,F,23,1011
75483,259,1010016,71,F,23,1011
75484,259,1010024,72,F,23,1011
75485,259,1010024,8,F,23,1011
75486,259,1010016,73,F,23,1011
75487,259,1010016,53,F,23,1011
75488,259,1010006,43,F,23,1011
75489,259,1010004,73,F,23,1011
75490,259,1010004,63,F,23,1011
75491,259,1010017,72,F,23,1011
75492,259,1010001,73,F,23,1011
75493,259,1010016,93,F,23,1011
75494,259,1010001,73,F,23,1011
75495,259,1010006,73,F,23,1011
75496,259,1010001,9,F,23,1011
75497,259,1010004,17,F,23,1011
75498,259,1010017,9,F,23,1011
75499,259,1010001,73,F,23,1011
75500,259,1010001,73,F,23,1011
75501,259,1010001,73,F,23,1011
75502,259,1010023,73,F,23,1011
75503,259,1010001,83,F,23,1011
75504,259,1010016,73,F,23,1011
75505,259,1010017,72,F,23,1011
75506,259,1010016,43,F,23,1011
75507,259,1010004,17,F,23,1011
75508,259,1010017,73,F,23,1011
75509,259,1010017,73,F,23,1011
75510,259,1010001,71,F,23,1011
75511,259,1010006,73,F,23,1011
75512,306,1010016,9,B,61,1017
75513,94,1010016,9,C,64,1020
75514,94,1010016,10,C,64,1020
75515,262,1010016,9,I,45,1007
75516,265,1010007,10,A,11,1013
75517,94,1010016,10,C,64,1020
75518,258,1010015,9,I,77,1014
75519,258,1010015,6,I,77,1014
75520,258,1010015,51,I,77,1014
75521,254,1010016,9,A,6,1005
75522,274,1010016,9,A,15,1025
75523,274,1010001,31,A,15,1025
75524,274,1010001,9,A,15,1025
75525,274,1010001,43,A,15,1025
75526,274,1010001,12,A,15,1025
75527,274,1010017,10,A,15,1025
75528,257,1010026,10,F,20,1005
75529,257,1010026,9,F,20,1005
75530,257,1010026,19,F,20,1005
75531,257,1010001,73,F,20,1005
75532,265,1010001,9,D,53,1013
75533,265,1010001,93,D,53,1013
75534,265,1010016,9,D,53,1013
75535,265,1010001,33,D,53,1013
75536,265,1010001,21,D,53,1013
75537,275,1010001,51,A,18,1009
75538,283,1010016,10,B,61,1017
75539,283,1010016,9,B,61,1017
75540,258,1010016,10,A,6,1010
75541,258,1010016,8,A,6,1010
75542,293,1010001,73,B,62,1017
75543,270,1010017,23,G,44,1005
75544,270,1010026,73,G,41,1005
75545,267,1010017,73,G,41,1005
75546,276,1010016,9,H,45,1007
75547,276,1010016,73,H,45,1007
75548,296,1010001,73,B,62,1017
75549,252,1010016,12,G,44,1006
75550,273,1010010,8,G,44,1006
75551,267,1010022,92,G,44,1006
75552,267,1010022,8,G,44,1006
75553,267,1010010,12,G,44,1006
75554,258,1010016,31,G,44,1006
75555,258,1010016,12,G,44,1006
75556,245,1010013,33,G,44,1006
75557,94,1010016,9,C,64,1020
75558,94,1010016,9,C,64,1020
75559,94,1010016,13,C,64,1020
75560,144,1010016,9,C,64,1020
75561,144,1010016,9,C,64,1020
75562,144,1010016,9,C,64,1020
75563,144,1010001,17,C,64,1020
75564,90,1010016,9,C,64,1020
75565,90,1010016,17,C,64,1020
75566,90,1010016,42,C,64,1020
75567,87,1010016,9,C,64,1020
75568,90,1010016,9,C,64,1020
75569,90,1010016,14,C,64,1020
75570,90,1010016,22,C,64,1020
75571,90,1010016,33,C,64,1020
75572,87,1010016,9,C,64,1020
75573,87,1010016,17,C,64,1020
75574,87,1010016,9,C,64,1020
75575,267,1010021,83,A,11,1005
75576,267,1010021,73,A,11,1005
75577,267,1010016,9,A,11,1005
75578,265,1010009,51,A,82,1023
75579,265,1010001,53,A,82,1023
75580,265,1010022,9,A,82,1023
75581,265,1010022,13,A,82,1023
75582,264,1010016,9,A,11,1008
75583,265,1010016,32,A,82,1023
75584,258,1010012,51,A,82,1023
75585,254,1010007,13,A,82,1023
75586,258,1010007,32,A,82,1023
75587,258,1010016,9,A,82,1023
75588,264,1010016,9,A,82,1023
75589,275,1010016,32,A,82,1023
75590,272,1010016,13,A,82,1023
75591,272,1010016,9,A,82,1023
75592,87,1010016,9,C,64,1020
75593,87,1010016,17,C,64,1020
75594,87,1010016,14,C,64,1020
75595,87,1010001,9,C,64,1020
75596,265,1010001,43,G,44,1002
75597,87,1010016,9,C,64,1020
75598,87,1010016,14,C,64,1020
75599,87,1010016,9,C,64,1020
75600,87,1010016,17,C,64,1020
75601,87,1010016,93,C,64,1020
75602,87,1010016,9,C,64,1020
75603,87,1010016,9,C,64,1020
75604,262,1010015,9,I,45,1007
75605,297,1010001,10,B,61,1017
75606,272,1010004,10,I,77,1009
75607,272,1010016,9,I,77,1009
75608,262,1010016,9,I,45,1007
75609,262,1010016,51,I,45,1007
75610,262,1010016,6,I,45,1007
75611,262,1010016,43,I,45,1007
75612,286,1010016,9,S,49,1001
75613,262,1010016,9,D,50,1001
75614,272,1010023,72,A,8,1009
75615,270,1010010,7,G,44,1006
75616,254,1010016,9,A,2,1010
75617,270,1010016,15,G,44,1006
75618,272,1010023,73,A,8,1009
75619,265,1010016,33,G,44,1006
75620,265,1010001,51,G,44,1006
75621,265,1010001,12,G,44,1006
75622,252,1010016,31,A,6,1003
75623,270,1010017,53,G,44,1006
75624,270,1010017,12,G,44,1006
75625,252,1010016,12,A,18,1005
75626,265,1010006,10,A,2,1010
75627,90,1010016,9,C,64,1020
75628,144,1010016,9,C,64,1020
75629,302,1010014,73,F,26,1021
75630,265,1010009,51,H,76,1014
75631,265,1010002,31,H,76,1014
75632,265,1010002,71,H,76,1014
75633,267,1010016,53,H,76,1014
75634,265,1010002,82,H,76,1014
75635,252,1010011,11,D,53,1003
75636,252,1010011,51,D,53,1003
75637,252,1010026,52,D,53,1003
75638,252,1010026,12,D,53,1003
75639,265,1010007,10,A,15,1013
75640,265,1010007,9,A,15,1013
75641,245,1010010,6,A,2,1003
75642,252,1010010,6,A,2,1003
75643,252,1010016,10,F,20,1003
75644,252,1010016,22,F,20,1003
75645,252,1010016,9,F,20,1003
75646,252,1010010,17,F,20,1003
75647,252,1010016,93,F,20,1003
75648,66,1010016,9,D,52,1019
75649,66,1010016,12,D,52,1019
75650,66,1010016,6,D,52,1019
75651,66,1010016,82,D,52,1019
75652,66,1010016,9,D,52,1019
75653,245,1010022,12,A,2,1003
75654,275,1010001,9,D,53,1012
75655,275,1010016,9,D,53,1012
75656,265,1010016,9,A,8,1005
75657,230,1010016,9,C,64,1020
75658,93,1010016,19,A,97,1001
75659,80,1010010,12,A,97,1001
75660,77,1010016,3,A,97,1001
75661,70,1010016,3,A,97,1001
75662,75,1010016,9,D,52,1019
75663,75,1010010,7,D,52,1019
